a,category,filename,prompt,style,size,seed,n
9,4-nature-hidden-worlds,4-1-1-ecosystem-inside-a-glowing-lig,"Ecosystem inside a glowing lightbulb with filament trees and a stream. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-1-2-ecosystem-inside-a-glowing-lig,"Visualize: Ecosystem inside a glowing lightbulb with filament trees and a stream. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-2-1-fairy-pond-behind-waterfall-cu,"Fairy pond behind waterfall curtain, glowing stones and dragonflies. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-2-2-fairy-pond-behind-waterfall-cu,"Visualize: Fairy pond behind waterfall curtain, glowing stones and dragonflies. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-3-1-village-inside-a-tree-trunk-wi,"Village inside a tree trunk with moss floors and candlelit bark rooms. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-3-2-village-inside-a-tree-trunk-wi,"Visualize: Village inside a tree trunk with moss floors and candlelit bark rooms. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-4-1-hot-spring-in-snowy-mountains,"Hot spring in snowy mountains with Japanese woodblock serenity. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-4-2-hot-spring-in-snowy-mountains,"Visualize: Hot spring in snowy mountains with Japanese woodblock serenity. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-5-1-beehive-with-golden-geometry-a,"Beehive with golden geometry and bees walking tightrope paths. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,4-nature-hidden-worlds,4-5-2-beehive-with-golden-geometry-a,"Visualize: Beehive with golden geometry and bees walking tightrope paths. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,5-animals-whimsy,5-1-1-treehouse-caf-where-cats-serve,"Treehouse café where cats serve tea, nap in cups, and swat mugs. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,5-animals-whimsy,5-1-2-treehouse-caf-where-cats-serve,"Visualize: Treehouse café where cats serve tea, nap in cups, and swat mugs. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,5-animals-whimsy,5-2-1-hamster-arcade-glowing-pink-wi,"Hamster arcade glowing pink with prize dispensers and tiny paws gaming. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,5-animals-whimsy,5-2-2-hamster-arcade-glowing-pink-wi,"Visualize: Hamster arcade glowing pink with prize dispensers and tiny paws gaming. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,5-animals-whimsy,5-3-1-bark-post-office-run-by-snails,"Bark post office run by snails with monocles, folk art collage look. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,5-animals-whimsy,5-3-2-bark-post-office-run-by-snails,"Visualize: Bark post office run by snails with monocles, folk art collage look. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,5-animals-whimsy,5-4-1-frog-sushi-bar-on-ponds-edge-w,"Frog sushi bar on pond’s edge with Zen minimalism and calm focus. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,5-animals-whimsy,5-4-2-frog-sushi-bar-on-ponds-edge-w,"Visualize: Frog sushi bar on pond’s edge with Zen minimalism and calm focus. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,5-animals-whimsy,5-5-1-owl-classroom-under-moonlight,"Owl classroom under moonlight with floating chalkboards and blinking stars. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,5-animals-whimsy,5-5-2-owl-classroom-under-moonlight,"Visualize: Owl classroom under moonlight with floating chalkboards and blinking stars. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,6-food-worlds,6-1-1-candy-city-with-gummy-bear-car,"Candy city with gummy bear cars, frosting shops, and chocolate roads. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,6-food-worlds,6-1-2-candy-city-with-gummy-bear-car,"Visualize: Candy city with gummy bear cars, frosting shops, and chocolate roads. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,6-food-worlds,6-2-1-bento-box-world-with-rice-ball,"Bento box world with rice ball people and pea-dog walkers. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,6-food-worlds,6-2-2-bento-box-world-with-rice-ball,"Visualize: Bento box world with rice ball people and pea-dog walkers. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,6-food-worlds,6-3-1-toast-town-with-syrup-rivers-b,"Toast town with syrup rivers, bacon benches, and egg rooftops. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,6-food-worlds,6-3-2-toast-town-with-syrup-rivers-b,"Visualize: Toast town with syrup rivers, bacon benches, and egg rooftops. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,6-food-worlds,6-4-1-tea-cup-miniature-party-with-l,"Tea cup miniature party with lace curtains and porcelain cakes. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,6-food-worlds,6-4-2-tea-cup-miniature-party-with-l,"Visualize: Tea cup miniature party with lace curtains and porcelain cakes. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,6-food-worlds,6-5-1-pizza-planet-with-cheeseglowin,"Pizza Planet with cheese-glowing skyscrapers and comic-style skyline. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,6-food-worlds,6-5-2-pizza-planet-with-cheeseglowin,"Visualize: Pizza Planet with cheese-glowing skyscrapers and comic-style skyline. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,7-historical-cultural,7-1-1-feudal-japanese-village-with-d,"Feudal Japanese village with drifting blossoms and flute music. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,7-historical-cultural,7-1-2-feudal-japanese-village-with-d,"Visualize: Feudal Japanese village with drifting blossoms and flute music. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,7-historical-cultural,7-2-1-egyptian-scroll-room-with-reed,"Egyptian scroll room with reed mats and flickering oil lamps. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,7-historical-cultural,7-2-2-egyptian-scroll-room-with-reed,"Visualize: Egyptian scroll room with reed mats and flickering oil lamps. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,7-historical-cultural,7-3-1-greek-agora-with-philosophers,"Greek agora with philosophers, marble steps, and minimalist lines. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,7-historical-cultural,7-3-2-greek-agora-with-philosophers,"Visualize: Greek agora with philosophers, marble steps, and minimalist lines. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,7-historical-cultural,7-4-1-viking-dockyard-with-boat-buil,"Viking dockyard with boat builders, smoke, and frozen beards. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,7-historical-cultural,7-4-2-viking-dockyard-with-boat-buil,"Visualize: Viking dockyard with boat builders, smoke, and frozen beards. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,7-historical-cultural,7-5-1-manila-colonial-street-with-tr,"Manila colonial street with tranvia, vendors, and sepia balconies. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,7-historical-cultural,7-5-2-manila-colonial-street-with-tr,"Visualize: Manila colonial street with tranvia, vendors, and sepia balconies. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-1-1-artist-desk-landscape-with-lak,"Artist desk landscape with lakes of paint and cliff erasers. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-1-2-artist-desk-landscape-with-lak,"Visualize: Artist desk landscape with lakes of paint and cliff erasers. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-2-1-inside-a-camera-where-gears-ar,"Inside a camera where gears are roads and lenses are skylights. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-2-2-inside-a-camera-where-gears-ar,"Visualize: Inside a camera where gears are roads and lenses are skylights. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-3-1-feltandfur-monster-town-beneat,"Felt-and-fur monster town beneath a child's bed. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-3-2-feltandfur-monster-town-beneat,"Visualize: Felt-and-fur monster town beneath a child's bed. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-4-1-bakery-in-a-snow-globe-with-ic,"Bakery in a snow globe with icing smoke and miniature furniture. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-4-2-bakery-in-a-snow-globe-with-ic,"Visualize: Bakery in a snow globe with icing smoke and miniature furniture. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-5-1-spinning-city-on-a-turntable-s,"Spinning city on a turntable synced to invisible music beats. Styled as a handcrafted cinematic diorama, with textures of clay, paper, and wood. Photographic lighting, miniature realism, and emotional atmosphere. Inspired by Wes Anderson, Laika Studios, Studio Ghibli, and miniature photography.",vivid,1024x1024,,1
9,8-meta-creative-worlds,8-5-2-spinning-city-on-a-turntable-s,"Visualize: Spinning city on a turntable synced to invisible music beats. Diorama-style composition with soft cinematic lighting, real-world textures like felt, glass, copper, and natural wood grain. Style fusion of stop-motion film, storybook art, and realistic model sets.",vivid,1024x1024,,1
